Klimatnummer	Mäthöjd (meter över marken)
65075	2.0
	
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	885
07:00:00	3548
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2228
17:00:00	0
18:00:00	0
19:00:00	2204
20:00:00	672
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	782
07:00:00	3426
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3298
19:00:00	281
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	849
04:00:00	3600
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	2508
14:00:00	0
15:00:00	0
16:00:00	0
17:00:00	0
18:00:00	2349
19:00:00	595
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	103
05:00:00	2516
06:00:00	3600
07:00:00	2298
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3594
14:00:00	3059
15:00:00	170
16:00:00	0
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	14
05:00:00	643
06:00:00	1101
07:00:00	1434
08:00:00	145
09:00:00	0
10:00:00	0
11:00:00	0
12:00:00	0
13:00:00	442
14:00:00	2661
15:00:00	2605
16:00:00	2414
17:00:00	550
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	182
09:00:00	451
10:00:00	1731
11:00:00	3145
12:00:00	3117
13:00:00	1766
14:00:00	3600
15:00:00	2895
16:00:00	3324
17:00:00	493
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	814
05:00:00	529
06:00:00	0
07:00:00	0
08:00:00	1804
09:00:00	3597
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	3102
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	304
05:00:00	1116
06:00:00	1695
07:00:00	2939
08:00:00	136
09:00:00	0
10:00:00	0
11:00:00	0
12:00:00	0
13:00:00	3
14:00:00	0
15:00:00	0
16:00:00	0
17:00:00	1298
18:00:00	1270
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	563
05:00:00	1719
06:00:00	443
07:00:00	0
08:00:00	0
09:00:00	495
10:00:00	2426
11:00:00	2829
12:00:00	2406
13:00:00	3600
14:00:00	3600
15:00:00	3261
16:00:00	2835
17:00:00	3303
18:00:00	2856
19:00:00	3279
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	438
05:00:00	2969
06:00:00	3138
07:00:00	2838
08:00:00	2494
09:00:00	2057
10:00:00	2180
11:00:00	2426
12:00:00	1943
13:00:00	2594
14:00:00	2687
15:00:00	1833
16:00:00	1956
17:00:00	1074
18:00:00	3483
19:00:00	1049
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	543
05:00:00	1610
06:00:00	2814
07:00:00	1892
08:00:00	2681
09:00:00	1606
10:00:00	3457
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3506
18:00:00	635
19:00:00	2531
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	3547
06:00:00	3600
07:00:00	1877
08:00:00	3246
09:00:00	1389
10:00:00	3477
11:00:00	2161
12:00:00	2921
13:00:00	237
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	3443
20:00:00	224
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	12
05:00:00	126
06:00:00	0
07:00:00	0
08:00:00	0
09:00:00	0
10:00:00	426
11:00:00	524
12:00:00	2393
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3504
17:00:00	3600
18:00:00	3577
19:00:00	3600
20:00:00	136
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	168
05:00:00	40
06:00:00	181
07:00:00	0
08:00:00	472
09:00:00	2462
10:00:00	3444
11:00:00	3545
12:00:00	3344
13:00:00	2848
14:00:00	3600
15:00:00	3448
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	3194
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	3584
05:00:00	3560
06:00:00	1073
07:00:00	1063
08:00:00	2020
09:00:00	815
10:00:00	1632
11:00:00	2262
12:00:00	1401
13:00:00	0
14:00:00	0
15:00:00	0
16:00:00	15
17:00:00	814
18:00:00	2100
19:00:00	762
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	2345
05:00:00	2012
06:00:00	3196
07:00:00	3213
08:00:00	3348
09:00:00	1848
10:00:00	3152
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3053
17:00:00	3600
18:00:00	3600
19:00:00	1974
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	167
04:00:00	3600
05:00:00	3600
06:00:00	3600
07:00:00	3564
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3446
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	792
05:00:00	1342
06:00:00	1954
07:00:00	3410
08:00:00	2727
09:00:00	1939
10:00:00	351
11:00:00	0
12:00:00	0
13:00:00	41
14:00:00	0
15:00:00	0
16:00:00	267
17:00:00	382
18:00:00	0
19:00:00	568
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	0
09:00:00	0
10:00:00	0
11:00:00	0
12:00:00	0
13:00:00	0
14:00:00	0
15:00:00	0
16:00:00	0
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	2657
05:00:00	3600
06:00:00	3542
07:00:00	3427
08:00:00	3503
09:00:00	2975
10:00:00	2822
11:00:00	3001
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2957
17:00:00	3591
18:00:00	1642
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	48
05:00:00	2096
06:00:00	1224
07:00:00	1934
08:00:00	3598
09:00:00	3303
10:00:00	1003
11:00:00	1810
12:00:00	3191
13:00:00	1782
14:00:00	2796
15:00:00	2295
16:00:00	3446
17:00:00	3429
18:00:00	3600
19:00:00	2546
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	3162
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	2531
10:00:00	1958
11:00:00	935
12:00:00	3588
13:00:00	1878
14:00:00	3600
15:00:00	1654
16:00:00	0
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	173
09:00:00	939
10:00:00	13
11:00:00	0
12:00:00	0
13:00:00	911
14:00:00	3236
15:00:00	1435
16:00:00	0
17:00:00	0
18:00:00	0
19:00:00	40
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	2832
06:00:00	3600
07:00:00	3594
08:00:00	3600
09:00:00	3482
10:00:00	3594
11:00:00	3113
12:00:00	3600
13:00:00	3600
14:00:00	3569
15:00:00	2280
16:00:00	2730
17:00:00	1762
18:00:00	1167
19:00:00	522
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	2225
07:00:00	3254
08:00:00	3286
09:00:00	3527
10:00:00	3533
11:00:00	3491
12:00:00	1237
13:00:00	1828
14:00:00	3491
15:00:00	3600
16:00:00	2894
17:00:00	919
18:00:00	3446
19:00:00	2802
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	1434
08:00:00	3282
09:00:00	1797
10:00:00	0
11:00:00	1319
12:00:00	2540
13:00:00	3517
14:00:00	3592
15:00:00	3600
16:00:00	2869
17:00:00	2510
18:00:00	3011
19:00:00	773
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	331
06:00:00	0
07:00:00	2407
08:00:00	3600
09:00:00	3600
10:00:00	3599
11:00:00	2813
12:00:00	2291
13:00:00	3600
14:00:00	3600
15:00:00	2365
16:00:00	3504
17:00:00	920
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	105
09:00:00	0
10:00:00	1821
11:00:00	2084
12:00:00	3531
13:00:00	2750
14:00:00	2488
15:00:00	2713
16:00:00	2932
17:00:00	3600
18:00:00	3600
19:00:00	2812
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	479
05:00:00	2594
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3299
12:00:00	3600
13:00:00	3581
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3390
18:00:00	2025
19:00:00	331
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	573
07:00:00	947
08:00:00	2468
09:00:00	3160
10:00:00	2969
11:00:00	1169
12:00:00	746
13:00:00	0
14:00:00	0
15:00:00	910
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	2126
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	294
05:00:00	1332
06:00:00	0
07:00:00	0
08:00:00	3484
09:00:00	3568
10:00:00	3600
11:00:00	3237
12:00:00	2699
13:00:00	2218
14:00:00	1298
15:00:00	2241
16:00:00	3396
17:00:00	3203
18:00:00	3600
19:00:00	865
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	1661
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2056
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	1032
08:00:00	720
09:00:00	1306
10:00:00	3432
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2995
17:00:00	1401
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	129
06:00:00	1939
07:00:00	1366
08:00:00	0
09:00:00	0
10:00:00	0
11:00:00	2921
12:00:00	3410
13:00:00	3600
14:00:00	2825
15:00:00	3178
16:00:00	0
17:00:00	378
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	0
09:00:00	0
10:00:00	0
11:00:00	0
12:00:00	0
13:00:00	329
14:00:00	69
15:00:00	0
16:00:00	531
17:00:00	0
18:00:00	69
19:00:00	1055
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	664
05:00:00	281
06:00:00	2274
07:00:00	3536
08:00:00	3560
09:00:00	3592
10:00:00	2317
11:00:00	2285
12:00:00	3545
13:00:00	1834
14:00:00	3279
15:00:00	2429
16:00:00	1830
17:00:00	3588
18:00:00	3600
19:00:00	505
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	1246
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3546
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	1922
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	1336
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3598
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	2039
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	881
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3600
19:00:00	1044
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	900
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3447
18:00:00	13
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	730
05:00:00	2163
06:00:00	3472
07:00:00	2736
08:00:00	3219
09:00:00	596
10:00:00	206
11:00:00	0
12:00:00	0
13:00:00	2545
14:00:00	3513
15:00:00	3600
16:00:00	3204
17:00:00	2271
18:00:00	2246
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	0
09:00:00	0
10:00:00	0
11:00:00	93
12:00:00	0
13:00:00	3449
14:00:00	2294
15:00:00	1160
16:00:00	3565
17:00:00	2179
18:00:00	2010
19:00:00	336
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	162
09:00:00	2972
10:00:00	3578
11:00:00	3600
12:00:00	2095
13:00:00	3247
14:00:00	3015
15:00:00	2840
16:00:00	1707
17:00:00	3317
18:00:00	444
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	1078
08:00:00	2337
09:00:00	1862
10:00:00	3018
11:00:00	2112
12:00:00	2776
13:00:00	878
14:00:00	3038
15:00:00	3289
16:00:00	2656
17:00:00	3388
18:00:00	2078
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	663
05:00:00	2827
06:00:00	3434
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3443
11:00:00	3548
12:00:00	1268
13:00:00	465
14:00:00	104
15:00:00	3473
16:00:00	3600
17:00:00	3600
18:00:00	3012
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	2844
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	1607
11:00:00	22
12:00:00	0
13:00:00	0
14:00:00	0
15:00:00	0
16:00:00	0
17:00:00	0
18:00:00	595
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	1393
06:00:00	1052
07:00:00	1008
08:00:00	3550
09:00:00	3422
10:00:00	3600
11:00:00	3562
12:00:00	3108
13:00:00	3371
14:00:00	3571
15:00:00	3270
16:00:00	3447
17:00:00	3600
18:00:00	2857
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	244
06:00:00	2209
07:00:00	3295
08:00:00	3600
09:00:00	2796
10:00:00	2485
11:00:00	3595
12:00:00	3141
13:00:00	2415
14:00:00	3591
15:00:00	3600
16:00:00	2402
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	19
06:00:00	3459
07:00:00	3192
08:00:00	3038
09:00:00	3281
10:00:00	2597
11:00:00	2151
12:00:00	2772
13:00:00	3429
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3492
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	107
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3573
18:00:00	2011
19:00:00	521
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	434
05:00:00	3600
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3568
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	3068
06:00:00	3172
07:00:00	3350
08:00:00	3600
09:00:00	3501
10:00:00	805
11:00:00	2541
12:00:00	1357
13:00:00	673
14:00:00	197
15:00:00	0
16:00:00	58
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	167
06:00:00	3122
07:00:00	2578
08:00:00	3600
09:00:00	3555
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3259
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	2858
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3592
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	545
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	2932
06:00:00	1549
07:00:00	1453
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	3240
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	2728
06:00:00	3600
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3419
17:00:00	267
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	10
08:00:00	861
09:00:00	3600
10:00:00	3318
11:00:00	3352
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2990
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	290
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	2319
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	1265
08:00:00	686
09:00:00	129
10:00:00	1289
11:00:00	1513
12:00:00	2110
13:00:00	55
14:00:00	0
15:00:00	85
16:00:00	0
17:00:00	37
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	87
06:00:00	0
07:00:00	1835
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3023
18:00:00	819
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	696
06:00:00	2802
07:00:00	3600
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3133
12:00:00	3187
13:00:00	3600
14:00:00	3536
15:00:00	3533
16:00:00	1842
17:00:00	1762
18:00:00	1662
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	1018
06:00:00	3314
07:00:00	236
08:00:00	3582
09:00:00	3598
10:00:00	678
11:00:00	1424
12:00:00	2620
13:00:00	3364
14:00:00	3600
15:00:00	3255
16:00:00	1354
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	412
06:00:00	2383
07:00:00	1665
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	3600
18:00:00	1905
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	847
08:00:00	3600
09:00:00	3600
10:00:00	3600
11:00:00	3600
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	2422
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	0
08:00:00	0
09:00:00	0
10:00:00	0
11:00:00	0
12:00:00	0
13:00:00	0
14:00:00	0
15:00:00	5
16:00:00	0
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	363
06:00:00	502
07:00:00	2630
08:00:00	2370
09:00:00	2958
10:00:00	3506
11:00:00	3471
12:00:00	3548
13:00:00	3600
14:00:00	3247
15:00:00	3090
16:00:00	3310
17:00:00	3299
18:00:00	912
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	13
06:00:00	1497
07:00:00	1415
08:00:00	1493
09:00:00	96
10:00:00	626
11:00:00	2067
12:00:00	1932
13:00:00	2347
14:00:00	1972
15:00:00	1027
16:00:00	199
17:00:00	0
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	0
07:00:00	462
08:00:00	578
09:00:00	1606
10:00:00	3503
11:00:00	3353
12:00:00	3486
13:00:00	3600
14:00:00	3600
15:00:00	3474
16:00:00	3494
17:00:00	3600
18:00:00	619
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
23:00:00	0
00:00:00	0
01:00:00	0
02:00:00	0
03:00:00	0
04:00:00	0
05:00:00	0
06:00:00	250
07:00:00	0
08:00:00	1706
09:00:00	0
10:00:00	14
11:00:00	1356
12:00:00	3600
13:00:00	3600
14:00:00	3600
15:00:00	3600
16:00:00	3600
17:00:00	2796
18:00:00	0
19:00:00	0
20:00:00	0
21:00:00	0
22:00:00	0
